Image URL,Timestamp,Filename,OCR_Text,Perusahaan tidak jelas atau tidak ada informasi valid (40%),"Deskripsi posisi, persyaratan, dan lokasi kerja yang tidak jelas (25%)",Deskripsi pekerjaan tidak spesifik (Jobdesc) (20%),Tidak ada proses wawancara dan seleksi yang jelas(5%),Ada permintaan biaya pendaftaran(5%),Gaji tidak realistis (5%),Total,Label
https://scontent-xsp2-1.cdninstagram.com/v/t51.2885-15/322186247_885298915975255_2970728695536353259_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=a-T3cTSFOsMAX8A6ZDn&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMzA1MDY1NzcxNTU5NzkxMA%3D%3D.2-ccb7-5&oh=00_AfCDM0iizCsJq2MODEuT1KlqT6AAqsj8EyBfgRepZHIeXg&oe=6550DA79&_nc_sid=b41fef,2022-12-28T07:12:37.000Z,2022-12-28_post_lokermagang0_image.jpg,UP WFO MALANG SUGARNUTS INDONESIA PROGRAM MAGANG REKRUTMEN TERBUKA Sedang mencari: ILLUSTRATOR DAN DESAINER GRAFIS BERGABUNG BERSAMA KAMI Berlaku hingga 31 Januari 2022 Kirim CV & Portofolio kreatif Anda ke: sugarnutsco@gmail.com Kunjungi juga: www.lokerdesain.com @sediapay @belajarmahir @lokerdeskusi,"0,00","0,25","0,20","0,00","0,00","0,00","0,45",Not Fraud
https://scontent-xsp1-3.cdninstagram.com/v/t51.2885-15/321366638_743550167128485_3041007264816056551_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-3.cdninstagram.com&_nc_cat=109&_nc_ohc=dJird5ghwgYAX8dqS4q&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTYyNjQ5OTYyNjcyMDczMA%3D%3D.2-ccb7-5&oh=00_AfAThPcG6HBt2dO30Fg4wYwu0fkkjXJLYzYXzwTBmKQAIA&oe=655259C4&_nc_sid=b41fef; https://scontent-xsp2-1.cdninstagram.com/v/t51.2885-15/321697713_811289929966999_2380796284868512123_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=HFLUDh677n8AX9ffBbH&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTYyNjQ5OTYyNjc1NjM0Nw%3D%3D.2-ccb7-5&oh=00_AfAsVdY-AfiWEZVxrnHsR-HVl0GHJAAPoS4Qsb-3LKVnvw&oe=65538E87&_nc_sid=b41fef; https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-15/321843548_1219972005619512_1427981599855407212_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ort_-5M_DjIAX9a3jg5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTYyNjQ5OTYyNjgxMjYxMQ%3D%3D.2-ccb7-5&oh=00_AfDxL8UHLs5FlTtfzvooB8-vIrzKSnHIwRGLdju2IOVXGQ&oe=655271AA&_nc_sid=b41fef; https://scontent-xsp1-3.cdninstagram.com/v/t51.2885-15/322045846_882126479477145_7379937430865814201_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-3.cdninstagram.com&_nc_cat=109&_nc_ohc=jtO1S-mPOIAAX9ZryDO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTYyNjQ5OTYyNjYzODk4MA%3D%3D.2-ccb7-5&oh=00_AfD6lZGBOpy5YrxaL4427URb-NS0LMmAai4GAHcy4V69SQ&oe=6552490D&_nc_sid=b41fef,2022-12-26T08:03:04.000Z,2022-12-26_post_lokermagang1_combined.jpg,"P WFO JAKARTA PSI PSI JAKARTA PROGRAM MAGANG PSI JAKARTA BATCH KEMBALI DIBUKA! Kami membuka kesempatan bagi Anda yang berminat untuk bergabung dalam Program Magang PSI Jakarta. Kriteria Peserta: - Usia 17-25 tahun - Pelajar dan/atau profesional muda yang memiliki motivasi tinggi - Siap dan bersedia untuk beraktivitas di area Jakarta - Kemampuan analisis dan komunikasi yang baik - Potensi kepemimpinan yang baik - Minat untuk berkontribusi bagi kemajuan daerah dan bangsa - Kemampuan bekerja mandiri dan semangat proaktif Tahapan Seleksi: 1. Pendaftaran Berkas Administrasi: 21 Desember 2022 - 4 Januari 2023 2. Pengumuman Seleksi Administrasi: 6 Januari 2023 3. Pelaksanaan Wawancara: 9-11 Januari 2023 4. Pengumuman Hasil Wawancara: 13 Januari 2023 Persyaratan Dokumen: 1. Resume/CV (tidak lebih dari dua halaman) 2. Video dengan topik mengenai Isu sosial-politik-lingkungan yang relevan di DKI Jakarta atau permasalahan dari sistem di Indonesia atau relevansi perjuangan PSI dengan kebutuhan anak muda (video durasi maksimal 3 menit) 3. Transkrip Nilai (Opsional) 4. Surat Rekomendasi (Opsional) Persyaratan dokumen dapat dikirim melalui: [https://bit.ly/DaftarMagangPSIJakartaXI](https://bit.ly/DaftarMagangPSIJakartaXI) Untuk informasi lebih lanjut, kunjungi: [www.lokerdesain.com](www.lokerdesain.com) atau @sediapay, @belajarmahir, @lokerdeskusi. P WFO JAKARTA Area Program Magang Organisasi dan Kepartaian Komite Seleksi Caleg Content Creator Tenaga Ahli Fraksi Sekretariat Fraksi Sertifikat dan kriteria magang khusus politik. Segera daftar dan jadilah bagian dari PSI Jakarta!","0,00","0,00","0,20","0,00","0,00","0,00","0,20",Not Fraud
https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-15/321709277_891946821818940_4002427561510206574_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=R633JcZvi60AX-eHS32&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTUzNzE0OTM2Njg1OTAzOA%3D%3D.2-ccb7-5&oh=00_AfAM8mnhnBwI-31sRrp7y3cmmDry3NtovIZK91soxGQqIg&oe=6552D379&_nc_sid=b41fef; https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/321559614_3361241217483662_3784804222363687477_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=yRDvy4w_VSkAX8ocEvo&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMTUzNzE0OTI4MjkyMzEwOQ%3D%3D.2-ccb7-5&oh=00_AfALdnPvuZ1c0cCWDQTM6you5J-gaqfde-AnO4CIQB9k0Q&oe=6553F310&_nc_sid=b41fef,2022-12-26T05:05:33.000Z,2022-12-26_post_lokermagang2_combined.jpg,"P WFH FULLTIME Asia Land YES, MUNGKIN INI BUAT KAMU! Asia Land membuka kesempatan bagi kamu untuk BELAJAR dalam industri properti sambil mendapatkan PENGHASILAN melalui program ""PAID INTERNSHIP FULLTIME WFH."" Kualifikasi: - Berkomitmen untuk bekerja secara full-time - Mahasiswa Tingkat Akhir - Mau belajar dan Bertanggung jawab COMMUNITY DEVELOPMENT INTERN Asia Land Menggerakan perekonomian komunitas berbasis wanita di wilayah properti Asia Land dengan dampak sosial. (FULLTIME WORK FROM HOME) Kirimkan CV kamu ke email dengan subjek yang sesuai: Email: HR@asialand.co.id Subjek Email: Nama_Intern-CommunityDevelopmentIntern_NoWhatsapp Untuk informasi lebih lanjut, kunjungi: [www.lokerdesain.com](www.lokerdesain.com) atau @sediapay, @belajarmahir, @lokerdeskusi. Bergabunglah dengan Asia Land dan jadilah bagian dari program magang ini!","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Not Fraud
https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-15/320788664_208266084916884_1250807729350056129_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=qTxWr6-yfFYAX8JIw-R&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMDE0MjM0MTMzOTQ5ODIxNw%3D%3D.2-ccb7-5&oh=00_AfAa8yKGRVcfUIsgWtTySDZ7G2tjmQ3Hh96ob5JaXqABRg&oe=6551F8B8&_nc_sid=b41fef,2022-12-24T06:54:18.000Z,2022-12-24_post_lokermagang3_image.jpg,"P HYBRID SEMARANG hercodigital OPEN INTERNSHIP Bergabunglah bersama kami untuk mendapatkan pengalaman nyata dan meningkatkan keterampilan Anda sebagai Marketing Intern. Manfaat: - Bimbingan dari mentor berpengalaman - Peningkatan keterampilan - Pengembangan diri - Tim yang mendukung - Model hybrid, bisa WFH atau WFO - Sertifikat Magang Kirimkan CV dan portofolio Anda ke hrd@hercodigital.id dengan subjek: Marketing Intern. Persyaratan: - Mahasiswi aktif semester akhir/magang dengan latar belakang pendidikan dalam Komunikasi/Marketing atau jurusan lain yang relevan. - Menguasai platform media sosial - Kemampuan komunikasi yang kuat, terorganisir dengan baik, dan detail-oriented. Alamat kami: Herco Digital Indonesia JI MT. Haryono No. 427-429, Semarang Buru! Kesempatan terbatas. Segera ajukan aplikasi Anda. Dapatkan informasi lebih lanjut di [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi. Ayo bergabung bersama kami!","0,00","0,00","0,20","0,00","0,00","0,00","0,20",Not Fraud
https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/320745552_213555464409434_8736387320118152368_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=5FikeZInUGYAX_Bwwpg&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5ODc4NjY0MDE0Njk4NzUyNQ%3D%3D.2-ccb7-5&oh=00_AfD_8NdVzDep4zpA4v6ihhG4f3zCpLylOTrBcglGej6cdw&oe=6551AF39&_nc_sid=b41fef,2022-12-22T10:00:46.000Z,2022-12-22_post_lokermagang4_image.jpg,"UP WFH ONLINE KLTC Anude Jiraorshioifalieaia(iu 61= E Yov arn 30 20-= YoyIsrn! KAMI SEDANG MEREKRUT! Program Magang KLTC Batch 2 Posisi yang tersedia: - CONTENT CREATOR - GRAPHIC DESIGNER - SOCIAL MEDIA TALENT - PUBLIC RELATION Manfaat Magang: - Mendapatkan Ilmu Baru - Sertifikat Magang - Meningkatkan Life Skill - Rekomendasi Surat - Pengalaman Magang - Pelatihan Pengembangan Diri senilai 2 juta rupiah - Meningkatkan Kepercayaan Diri - Memiliki CV Yang Menarik - Akses Canva Pro - Membangun Relasi Profesional - Exclusive T-Shirt KLTC Internship Program - Meningkatkan Communication Skill - Exclusive Training Kit ""Dengan mengikuti Program Internship ini, Anda akan menjadi bagian dari Pusat Psikologi Terapan dan Manajemen Sumber Daya Manusia Terdepan di Indonesia. Kami menantikan Anda untuk berkolaborasi dan menciptakan hal-hal hebat bersama!"" Link Pendaftaran: [bit.ly/internshipkltc](bit.ly/internshipkltc) Untuk informasi lebih lanjut, hubungi Admin KLTC: 0856 4010 5640 Kunjungi juga [www.lokerdesain.com](www.lokerdesain.com) atau @sediapay, @belajarmahir, @lokerdeskusi. Segera daftar!","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Not Fraud
https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/321474768_1186593882280494_8977471331584345520_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=VUiGUrxV3xkAX95qTeh&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5ODY1OTA0NTE5OTgzODE3Ng%3D%3D.2-ccb7-5&oh=00_AfBrsHDTuIgRYhf8GLT4EGPwG-wHVF4GYlx43DvKbicfvw&oe=65517B45&_nc_sid=b41fef,2022-12-22T05:47:16.000Z,2022-12-22_post_lokermagang5_image.jpg,"P WFO JAKARTA TIMUR RO STUDIO Saat ini membuka kesempatan magang! Posisi: Graphic Design Penerimaan baru untuk JANUARI 2023. Kirimkan CV & portofolio Anda ke: hey@rostudio.id Info lebih lanjut kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi. Ayo segera kirimkan aplikasi Anda!","0,00","0,25","0,20","0,00","0,00","0,00","0,45",Not Fraud
https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/321151728_681308293585534_2558505448582353452_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=PofROON2YroAX8PQzc5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5Nzk3MzgxMTk5MDk2MTY2OQ%3D%3D.2-ccb7-5&oh=00_AfB71m5MRN9tokBZqMZHW636n79sXqnA3OC_9u4BaxzFeg&oe=6553FA79&_nc_sid=b41fef; https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/320711501_195992296284353_4453167195326363401_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=y25HIVBS-fsAX_etxTZ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5Nzk3MzgxMTk5OTMwMjU5MQ%3D%3D.2-ccb7-5&oh=00_AfDSM4nPyk0rG1jjRYwTq6Pip80pHzDf5cAJAqFNFXL7uQ&oe=6553F5BD&_nc_sid=b41fef,2022-12-21T07:05:50.000Z,2022-12-21_post_lokermagang6_combined.jpg,"P HYBRID BANDUNG ATVA EGE Cca KAMI SEDANG MEREKRUT UNTUK MAGANG BERBAYAR! Posisi yang tersedia: 1. Content Creator 2. Spesialis Media Sosial Manfaat: - Jam Kerja Fleksibel dan Hybrid (WFO dan WFH) - Uang Saku - Sertifikat Magang - Terbuka untuk siswa dan mahasiswa Persyaratan lebih lanjut, lihat caption atau slide selanjutnya. Kirim CV dan portofolio Anda dalam format PDF melalui email ke atvacustom@gmail.com Dengan subjek ""magangjan2z"" Jobdesk Spesialis Media Sosial: - Mengelola sosial media, posting konten digital, membuat copywriting Persyaratan: - Siswa atau mahasiswa dengan jurusan terkait seperti multimedia, manajemen pemasaran, atau jurusan apapun yang memiliki ketertarikan di bidang media sosial. Manfaat: - Uang saku - Sertifikat magang - Pengalaman di bisnis nyata - Pelatihan persiapan dunia kerja Ayo bergabung dengan kami! Kirimkan aplikasi Anda segera ke atvacustom@gmail.com dengan subjek ""magangjan2z"". Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi. Segera bergabung dan tingkatkan pengalaman Anda!","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Not Fraud
https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/319761836_6187915124587121_6559154407217015818_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=n6HR1NqeKcYAX9TmWyk&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MjE3MzY4MDczNzc3NDQ5OA%3D%3D.2-ccb7-5&oh=00_AfAyrqDB8IcOoIiNzC9Du_74lkQnqGMJ3qC1cbuCx_AfIw&oe=65521F8B&_nc_sid=b41fef; https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/319321657_544457894215386_6028075925641362846_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=9oO8DuHUWr4AX_MYC8a&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MjE3MzY4MDczNzg0NTEwMA%3D%3D.2-ccb7-5&oh=00_AfA3OtpXasZacJdoonlLEjR3q2Cl-ziruPCxjtJlCXrA8Q&oe=65522AE3&_nc_sid=b41fef; https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/319536235_874013230712962_1811300727500308902_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=0NI6rtYRMWYAX9Zr4sI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MjE3MzY4MDczNzgxMTE1Ng%3D%3D.2-ccb7-5&oh=00_AfCIZ7WH3J7yHmUrHqJMpMBH4o45O_akK6oA4XubcM6l-Q&oe=655272C7&_nc_sid=b41fef; https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/319123883_672842181111272_6499283510141870472_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Cav_Ny6wlT4AX89K71V&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MjE3MzY4MDgwNDk0MzQ5Mg%3D%3D.2-ccb7-5&oh=00_AfCycJ7x1AQbiPs2riGutYZKnggHVkJSSHtmTFpav2bBiQ&oe=6552F5E6&_nc_sid=b41fef,2022-12-13T07:02:00.000Z,2022-12-13_post_lokermagang7_combined.jpg,"P WFH THU INDONESIA NINI NEXT OPEN REKRUTMEN (batch 2) 19 Desember - Februari 2023 Segera Bergabung! Klik Link di bawah ini: [Link Rekrutmen](thuniniofficial) Tentang Kami: THU Vini Tuna dikenal sebagai sumber Protein, Vitamin D, Vitamin C, Vitamin B6, Vitamin B12, Zat Besi, Asam Lemak, dan Omega 3 yang tinggi, dengan kalori, lemak, dan kolesterol yang rendah. Nini sangat baik bagi tubuh kita. Namun, karena manfaatnya yang luar biasa, harga Tuna cukup tinggi dengan permintaan yang juga tinggi. Thunini cocok sebagai makanan pendamping ASI (MPASI) untuk ibu-ibu muda dan lansia, dengan produk-produk tanpa MSG dan pengawet buatan. Thunini membantu meningkatkan kesehatan, menjaga sistem kekebalan tubuh, dan meningkatkan nafsu makan. Lowongan Pekerjaan: - Content Writer - KOL SPECIALIST - Event Researcher - SEO/SEM Specialist - Partnership - Social Media Talent - Content Creative Director Karir di THUNINI OFFICIAL: - Tahap V (V-Stage): Menjadi seorang relawan di Thunini Official, mengikuti magang, menghadiri kegiatan, serta mendapatkan pelatihan bulanan dan manfaat gaji dan bonus lainnya. - Tahap I (I-Stage): Menjadi kepala divisi, dan mendapatkan insentif. Segera bergabung dengan kami! Hubungi kami melalui @thuniniofficial atau 08111770399. Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi. Ayo segera jadilah bagian dari THUNINI OFFICIAL!","0,00","0,25","0,20","0,00","0,00","0,00","0,45",Not Fraud
https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/318837174_913699179596654_8535168578487124315_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rZGBFBYMRsYAX_zJAYk&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4OTkxMzcwODkwMTU0MTAzNw%3D%3D.2-ccb7-5&oh=00_AfA5Dg-GaAu7Djjr7Nkb6PIDkaRiYxQ9zu0Lsr4-SZZkXQ&oe=65518709&_nc_sid=b41fef,2022-12-10T04:11:50.000Z,2022-12-10_post_lokermagang8_image.jpg,"P WFO JAKARTA SELATAN XKASHA PAID INTERNATIonAL INTERNSHIP Posisi: KOL Specialist Live Stream Host Kualifikasi: - Minimal SMK atau sedang menjalani kuliah semester 5 atau lulusan baru. - Terbuka untuk semua jurusan. - Aktif di media sosial. - Memiliki pengetahuan yang baik dalam dunia media sosial (Instagram, TikTok, YouTube, Marketplace). - Berpenampilan menarik dan percaya diri di depan kamera. - Bersedia bekerja WFH/WFO (berdasarkan proyek). Segera lamar sekarang! Kirimkan portofolio terbaik Anda melalui [https://bit.ly/INTERNAKASHA2022](https://bit.ly/INTERNAKASHA2022). Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi. Ayo segera bergabung dan kembangkan karir Anda bersama XKASHA!","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Not Fraud
https://instagram.fsub8-2.fna.fbcdn.net/v/t51.2885-15/318779290_615553420346329_2118383661247125144_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=instagram.fsub8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=6H6XHaiMTewAX9u7KC8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4OTM5NDgyODM5OTY1Mzk5Mw%3D%3D.2-ccb7-5&oh=00_AfDF3WzPABa3AsDccxlakYOiQkQbKojDujkkeQka9tlYPg&oe=6553BB47&_nc_sid=b41fef; https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/318480574_898045327860581_8559675912054681735_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=SCDB-JXH_-MAX_dPkEB&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4OTM5NDgyODQzMzIwMDM1Nw%3D%3D.2-ccb7-5&oh=00_AfCdZcoVZvbv6zNUkcqIo8RtTSzG0cK-9Xtky87iZ6dnUA&oe=6553A654&_nc_sid=b41fef; https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/318601015_1087243628616094_8849815900159817962_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=N-bSNGOMULIAX9jCdky&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4OTM5NDgyODM5OTcwNTQwMg%3D%3D.2-ccb7-5&oh=00_AfCQcjnbf-hgVhuMp1MZ_cqK3TciY03dCJ_hxwjtDkQB6Q&oe=6552D6E0&_nc_sid=b41fef; https://scontent-xsp2-1.cdninstagram.com/v/t51.2885-15/319050284_963438034624367_1651674640756245284_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-xsp2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Qop8OunYAigAX_tuokh&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4OTM5NDgyODM5OTU2ODk1MA%3D%3D.2-ccb7-5&oh=00_AfBqSjwJ2uBt37wylZmyLsPpvxVGezdmZTEiPfMgyVNQOQ&oe=655399D0&_nc_sid=b41fef,2022-12-12T08:45:39.000Z,2022-12-12_post_lokermagang9_combined.jpg,"Mau magang di Eropa bersama Markija Berdaya? Dengan magang bersama Markija Berdaya, kamu akan memiliki kesempatan untuk mendapatkan: 1. Gaji kompetitif Eropa. 2. Dukungan dalam pengurusan visa dan tiket pesawat. 3. Akomodasi tempat tinggal dan transportasi lokal. 4. Asuransi kesehatan. 5. Pengalaman kerja internasional dan kredit akademik. 6. Pengalaman belajar, bekerja, dan hidup di Eropa. Posisi yang tersedia: Tech Role: - Welder - Fitter - Polisher - Operator mesin - Operator perakitan - Penyetel mesin - Pekerja pengecoran - Electrician - Operator mesin pengecoran/penembakan - Operator mesin SMT - Penyetel mesin CNC - Operator kabel - Pekerja perakitan interior & upholstery - Operator Thermoforming - Operator Autoclave - Site Maintenance - Operator Packaging - Java Developer Non-Tech Role: - Cook - VAT Compliance - Senior Indirect TAX Specialist - Client Manager Pilihan perusahaan magang untuk kamu antara lain: - Prysmian - SAMSUNG - Continental - The Future Motion - Gemtech - SCHWARZMüLLER - Metál 7Rt - INTELLIGENTE FAHRZEUG - Csaba - SKODA - IRONTECH - MAHLE - Yanfeng - WQRKNET - Infineon - Covea - Groupe CSABA - KPMG - LÉPCSO - Morgan Stanley - BlJZTRó Jangan lewatkan kesempatan ini bersama Markija Berdaya!","0,00","0,25","0,20","0,05","0,00","0,00","0,50",Not Fraud
